provincia,departamento,sector,ambito,grado,0anos,1ano,2anos,3anos,4anos,5anos,6anos,7anos,8anos,9anos,10anos,11anos,12anos,13anos,14anos,15anos,16anos,17anos,18anos,19anos,20anos,21anos,22anos,23anos,24anos,25anos,26anos,27anos,28anos,29anos,menosde18anos,11anosymenos,6anosymas,18anosymas,25anosymas,30anosymas,de20a24anos,de25a29anos
Buenos Aires,25 DE MAYO,Privado,Urbano,1°, , , , , , ,138, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,10°, , , , , , , , , , , , , , , ,96,10,2, , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,11°, , , , , , , , , , , , , , , , ,100,7,2, , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,12°, , , , , , , , , , , , , , , , , ,118,7, , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,2°, , , , , , , ,147, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,3°, , , , , , , , ,139,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,4°, , , , , , , , , ,132,4, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,5°, , , , , , , , , , ,151,1, , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,6°, , , , , , , , , , , ,132, , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,7°, , , , , , , , , , , , ,124,4,1, , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,8°, , , , , , , , , , , , , ,130,6,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,9°, , , , , , , , , , , , , , ,116,13, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,Sala de 3, , , ,110, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,Sala de 4, , , , ,119, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,25 DE MAYO,Privado,Urbano,Sala de 5, , , , , ,124, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,1°, , , , , , ,118, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,10°, , , , , , , , , , , , , , , ,83,14,3,1,1, , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,11°, , , , , , , , , , , , , , , , ,93,10,3, , , , , , , , , , , , , , , , , ,1, 
Buenos Aires,9 DE JULIO,Estatal,Rural,12°, , , , , , , , , , , , , , , , , ,73,12,3, , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,13°/14°, , , , , , , , , , , , , , , , , , ,6,1, , , , , , , , , , , , , , , , ,2, 
Buenos Aires,9 DE JULIO,Estatal,Rural,2°, , , , , , , ,80,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,3°, , , , , , , , ,124,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,4°, , , , , , , , , ,137,5, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,5°, , , , , , , , , , ,111,6,1,1, , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,6°, , , , , , , , , , , ,106,3, , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,7°, , , , , , , , , , , , ,91,11,3,3, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,8°, , , , , , , , , , , , , ,98,8,3,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,9°, , , , , , , , , , , , , , ,87,9,2, ,1, , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,Sala de 2, , ,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,Sala de 3, , , ,95, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,Sala de 4, , , , ,94, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Rural,Sala de 5, , , , , ,94, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,1°, , , , , , ,506, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,10°, , , , , , , , , , , , , , , ,449,88,38,14,1, , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,11°, , , , , , , , , , , , , , , , ,369,89,42,7, , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,12°, , , , , , , , , , , , , , , , , ,333,94,30, , , , , , , , , , , , , , , , ,12, 
Buenos Aires,9 DE JULIO,Estatal,Urbano,13°/14°, , , , , , , , , , , , , , , , , , ,89,4, , , , , , , , , , , , , , , , ,3, 
Buenos Aires,9 DE JULIO,Estatal,Urbano,2°, , , , , , , ,513,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,20°, , , , , , , , , , , , , , , ,6,9, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,3°, , , , , , , , ,516,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,4°, , , , , , , , , ,501,12, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,5°, , , , , , , , , , ,503,13, , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,6°, , , , , , , , , , , ,492,12,2, , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,7°, , , , , , , , , , , , ,507,55,8,1,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,8°, , , , , , , , , , , , , ,495,101,40,4,1,1, , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,9°, , , , , , , , , , , , , , ,405,87,38,12,5,4, , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,Sala de 2, , ,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,Sala de 3, , , ,410, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,Sala de 4, , , , ,422, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,Sala de 5, , , , , ,498, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Estatal,Urbano,SNU, , , , , , , , , , , , , , , , , , ,92,78,82,88,57,64,49,40,49,37,26,16,4, , , , ,95, , 
Buenos Aires,9 DE JULIO,Privado,Urbano,1°, , , , , , ,162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,10°, , , , , , , , , , , , , , , ,128,5, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,11°, , , , , , , , , , , , , , , , ,143,4, , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,12°, , , , , , , , , , , , , , , , , ,142,4, , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,2°, , , , , , , ,153, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,3°, , , , , , , , ,167,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,4°, , , , , , , , , ,162,1, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,5°, , , , , , , , , , ,161, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,6°, , , , , , , , , , , ,162, , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,7°, , , , , , , , , , , , ,161, , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,8°, , , , , , , , , , , , , ,133,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,9°, , , , , , , , , , , , , , ,129,5, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,Sala de 3, , , ,137, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,Sala de 4, , , , ,152, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,9 DE JULIO,Privado,Urbano,Sala de 5, , , , , ,140, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,1°, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,10°, , , , , , , , , , , , , , , ,37,5,1, , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,11°, , , , , , , , , , , , , , , , ,28,6,2, , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,12°, , , , , , , , , , , , , , , , , ,32,3,1, , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,2°, , , , , , , ,41,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,3°, , , , , , , , ,35,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,4°, , , , , , , , , ,53,5, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,5°, , , , , , , , , , ,45,2, , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,6°, , , , , , , , , , , ,53, , ,1, , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,7°, , , , , , , , , , , , ,21,3, , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,8°, , , , , , , , , , , , , ,23,3,2, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,9°, , , , , , , , , , , , , , ,28,1,1,2,1, , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,Sala de 2, , ,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,Sala de 3, , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,Sala de 4, , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Rural,Sala de 5, , , , , ,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,1°, , , , , , ,157, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,10°, , , , , , , , , , , , , , , ,107,34,8,2, , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,11°, , , , , , , , , , , , , , , , ,145,24,4,1, , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,12°, , , , , , , , , , , , , , , , , ,116,14,5, , , , , , , , , , , , , , , , ,2, 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,13°/14°, , , , , , , , , , , , , , , , , , ,32,6, , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,2°, , , , , , , ,153,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,20°, , , , , , , , , , , , , , , ,3,10,1,1, , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,3°, , , , , , , , ,158,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,4°, , , , , , , , , ,146,9,1, , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,5°, , , , , , , , , , ,135,9,2, , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,6°, , , , , , , , , , , ,148,8,2, , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,7°, , , , , , , , , , , , ,161,19,4,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,8°, , , , , , , , , , , , , ,166,29,9,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,9°, , , , , , , , , , , , , , ,133,19,6,1, , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,Deambuladores, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,Lactantes,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,Sala de 2, , ,114, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,Sala de 3, , , ,127, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,Sala de 4, , , , ,152, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO ALSINA,Estatal,Urbano,Sala de 5, , , , , ,167, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,1°, , , , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,10°, , , , , , , , , , , , , , , ,33,6,1,1, , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,11°, , , , , , , , , , , , , , , , ,23,3,2, , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,12°, , , , , , , , , , , , , , , , , ,38,4,1, , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,13°/14°, , , , , , , , , , , , , , , , , , ,7,1, , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,2°, , , , , , , ,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,3°, , , , , , , , ,45,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,4°, , , , , , , , , ,46,1, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,5°, , , , , , , , , , ,40,3, , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,6°, , , , , , , , , , , ,42,1, , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,7°, , , , , , , , , , , , ,39,5,2, ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,8°, , , , , , , , , , , , , ,39,4, ,2, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,9°, , , , , , , , , , , , , , ,38,6,3,1, , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,Deambuladores, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,Lactantes,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,Sala de 2, , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,Sala de 3, , , ,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,Sala de 4, , , , ,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Rural,Sala de 5, , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,1°, , , , , , ,103, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,10°, , , , , , , , , , , , , , , ,46,20, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,11°, , , , , , , , , , , , , , , , ,35,25, , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,12°, , , , , , , , , , , , , , , , , ,34,8, , , , , , , , , , , , , , , , , ,1, 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,13°/14°, , , , , , , , , , , , , , , , , , ,7,2, , , , , , , , , , , , , , , , ,1, 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,2°, , , , , , , ,116,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,3°, , , , , , , , ,114,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,4°, , , , , , , , , ,108,5, , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,5°, , , , , , , , , , ,102,3, , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,6°, , , , , , , , , , , ,90,2, , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,7°, , , , , , , , , , , , ,37,10, , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,8°, , , , , , , , , , , , , ,38,17,1,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,9°, , , , , , , , , , , , , , ,47,29,1, ,1, , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,Deambuladores, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,Lactantes,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,Sala de 2, , ,87,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,Sala de 3, , , ,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,Sala de 4, , , , ,118, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,Sala de 5, , , , , ,98, , , , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , 
Buenos Aires,ADOLFO GONZALES CHAVES,Estatal,Urbano,SNU, , , , , , , , , , , , , , , , , , ,3,13,18,20,20,14,27,23,12,15,15,2, , , , , ,8, , 
Buenos Aires,ALBERTI,Estatal,Rural,1°, , , , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ALBERTI,Estatal,Rural,10°, , , , , , , , , , , , , , , ,30,2, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,ALBERTI,Estatal,Rural,11°, , , , , , , , , , , , , , , , ,19,2, , , , , , , , , , , , , , , , , , , , 
